sample_id,source,is_hallucination,D_hat,coh_star,r_LZ,asv_score,text_length,num_tokens,llm_model
fever_37112,fever,False,0.5,0.28125,0.595703125,0.7510416666666666,357,64,gpt-4-turbo-preview
fever_165240,fever,True,0.5,0.32038834951456313,0.6189320388349514,0.7666666666666666,583,103,gpt-4-turbo-preview
fever_151393,fever,False,0.5,0.3103448275862069,0.7974137931034483,0.6367816091954022,116,29,gpt-4-turbo-preview
fever_159697,fever,True,0.5,0.2903225806451613,0.782258064516129,0.6489247311827957,120,31,gpt-4-turbo-preview
fever_141973,fever,True,0.5,0.31496062992125984,0.49015748031496065,0.7666666666666666,709,127,gpt-4-turbo-preview
fever_192910,fever,False,0.5,0.2692307692307692,0.7884615384615384,0.6230769230769231,122,26,gpt-4-turbo-preview
fever_197386,fever,False,0.5,0.30434782608695654,0.8260869565217391,0.5985507246376811,77,23,gpt-4-turbo-preview
fever_181994,fever,False,0.5,0.3,0.7125,0.75,164,30,gpt-4-turbo-preview
fever_226095,fever,False,0.5,0.3157894736842105,0.6365131578947368,0.7666666666666666,371,76,gpt-4-turbo-preview
fever_139030,fever,False,0.5,0.33707865168539325,0.5758426966292135,0.7666666666666666,478,89,gpt-4-turbo-preview
fever_49097,fever,False,0.5,0.3516483516483517,0.657967032967033,0.7666666666666666,460,91,gpt-4-turbo-preview
fever_174600,fever,True,0.5,0.20224719101123595,0.675561797752809,0.6852059925093633,420,89,gpt-4-turbo-preview
fever_53021,fever,False,0.5,0.2641509433962264,0.6981132075471698,0.7367924528301887,282,53,gpt-4-turbo-preview
fever_197351,fever,True,0.5,0.2857142857142857,0.5873015873015873,0.7547619047619047,333,63,gpt-4-turbo-preview
fever_135290,fever,True,0.5,0.2111111111111111,0.6319444444444444,0.6925925925925926,430,90,gpt-4-turbo-preview
fever_196755,fever,False,0.5,0.3,0.6015625,0.7666666666666666,405,80,gpt-4-turbo-preview
fever_98008,fever,True,0.5,0.3157894736842105,0.7236842105263158,0.7350877192982455,76,19,gpt-4-turbo-preview
fever_96174,fever,True,0.5,0.39622641509433965,0.6556603773584906,0.7666666666666666,272,53,gpt-4-turbo-preview
fever_63084,fever,True,0.5,0.38461538461538464,0.6923076923076923,0.7666666666666666,237,52,gpt-4-turbo-preview
fever_194016,fever,True,0.5,0.2962962962962963,0.5972222222222222,0.7635802469135802,380,81,gpt-4-turbo-preview
fever_173126,fever,True,0.5,0.2631578947368421,0.7664473684210527,0.6473684210526315,156,38,gpt-4-turbo-preview
fever_72975,fever,False,0.5,0.3181818181818182,0.6988636363636364,0.7666666666666666,99,22,gpt-4-turbo-preview
fever_124088,fever,False,0.5,0.3225806451612903,0.7903225806451613,0.646236559139785,159,31,gpt-4-turbo-preview
fever_36281,fever,False,0.5,0.2903225806451613,0.7056451612903226,0.7510752688172042,147,31,gpt-4-turbo-preview
fever_70125,fever,True,0.5,0.33962264150943394,0.6155660377358491,0.7666666666666666,588,106,gpt-4-turbo-preview
fever_95779,fever,True,0.5,0.3111111111111111,0.5916666666666667,0.7666666666666666,227,45,gpt-4-turbo-preview
fever_185736,fever,False,0.5,0.2535211267605634,0.6725352112676056,0.7279342723004695,396,71,gpt-4-turbo-preview
fever_159702,fever,True,0.5,0.3018867924528302,0.7523584905660378,0.6968553459119495,212,53,gpt-4-turbo-preview
fever_5765,fever,False,0.5,0.27586206896551724,0.6982758620689655,0.746551724137931,105,29,gpt-4-turbo-preview
fever_132818,fever,True,0.5,0.36363636363636365,0.5501893939393939,0.7666666666666666,694,132,gpt-4-turbo-preview
fever_110681,fever,True,0.5,0.3333333333333333,0.6691176470588235,0.7666666666666666,206,51,gpt-4-turbo-preview
fever_183127,fever,False,0.5,0.391304347826087,0.8152173913043478,0.6130434782608696,98,23,gpt-4-turbo-preview
fever_117447,fever,True,0.5,0.2894736842105263,0.7302631578947368,0.7175438596491228,191,38,gpt-4-turbo-preview
fever_208149,fever,True,0.5,0.34615384615384615,0.7307692307692307,0.7256410256410257,93,26,gpt-4-turbo-preview
fever_17847,fever,True,0.5,0.3333333333333333,0.7256944444444444,0.7324074074074074,166,36,gpt-4-turbo-preview
fever_172744,fever,True,0.5,0.21739130434782608,0.7146739130434783,0.6782608695652173,204,46,gpt-4-turbo-preview
fever_154364,fever,False,0.5,0.23170731707317074,0.5792682926829268,0.7097560975609756,388,82,gpt-4-turbo-preview
fever_20279,fever,False,0.5,0.35294117647058826,0.8382352941176471,0.5823529411764705,73,17,gpt-4-turbo-preview
fever_86077,fever,True,0.5,0.3333333333333333,0.678921568627451,0.7666666666666666,554,102,gpt-4-turbo-preview
fever_194350,fever,False,0.5,0.24324324324324326,0.7668918918918919,0.6301801801801801,134,37,gpt-4-turbo-preview
fever_92524,fever,False,0.5,0.25,0.6979166666666666,0.7250000000000001,213,60,gpt-4-turbo-preview
fever_51645,fever,True,0.5,0.29896907216494845,0.6597938144329897,0.765807560137457,485,97,gpt-4-turbo-preview
fever_202762,fever,True,0.5,0.2857142857142857,0.6785714285714286,0.7547619047619047,145,35,gpt-4-turbo-preview
fever_51535,fever,True,0.5,0.3088235294117647,0.6672794117647058,0.7666666666666666,346,68,gpt-4-turbo-preview
fever_227083,fever,False,0.5,0.2857142857142857,0.6892857142857143,0.7547619047619047,134,35,gpt-4-turbo-preview
fever_28862,fever,False,0.5,0.32,0.75,0.7,98,25,gpt-4-turbo-preview
fever_87098,fever,True,0.5,0.31666666666666665,0.6416666666666667,0.7666666666666666,301,60,gpt-4-turbo-preview
fever_110717,fever,False,0.5,0.3333333333333333,0.7738095238095238,0.6682539682539681,97,21,gpt-4-turbo-preview
fever_7836,fever,False,0.5,0.2727272727272727,0.7045454545454546,0.7378787878787878,125,33,gpt-4-turbo-preview
fever_159563,fever,False,0.5,0.32786885245901637,0.7151639344262295,0.7464480874316939,277,61,gpt-4-turbo-preview
fever_187788,fever,False,0.5,0.2682926829268293,0.7987804878048781,0.6085365853658535,162,41,gpt-4-turbo-preview
fever_52279,fever,True,0.5,0.2835820895522388,0.6511194029850746,0.7529850746268657,320,67,gpt-4-turbo-preview
fever_181124,fever,True,0.5,0.40350877192982454,0.6776315789473685,0.7666666666666666,251,57,gpt-4-turbo-preview
fever_124033,fever,True,0.5,0.36363636363636365,0.7992424242424242,0.6343434343434343,165,33,gpt-4-turbo-preview
fever_15851,fever,True,0.5,0.28,0.73,0.71,238,50,gpt-4-turbo-preview
fever_181616,fever,True,0.5,0.25806451612903225,0.7782258064516129,0.6274193548387097,123,31,gpt-4-turbo-preview
fever_119630,fever,False,0.5,0.32,0.72,0.74,101,25,gpt-4-turbo-preview
fever_143171,fever,True,0.5,0.2549019607843137,0.5674019607843137,0.7290849673202615,528,102,gpt-4-turbo-preview
fever_119219,fever,True,0.5,0.24324324324324326,0.7736486486486487,0.6211711711711712,162,37,gpt-4-turbo-preview
fever_91336,fever,True,0.5,0.37606837606837606,0.5961538461538461,0.7666666666666666,586,117,gpt-4-turbo-preview
fever_46297,fever,True,0.5,0.2037037037037037,0.6226851851851852,0.6864197530864198,281,54,gpt-4-turbo-preview
fever_74205,fever,False,0.5,0.3181818181818182,0.7215909090909091,0.7378787878787878,86,22,gpt-4-turbo-preview
fever_67679,fever,True,0.5,0.3,0.7791666666666667,0.661111111111111,106,30,gpt-4-turbo-preview
fever_208140,fever,True,0.5,0.3611111111111111,0.7708333333333334,0.672222222222222,142,36,gpt-4-turbo-preview
fever_149622,fever,True,0.5,0.3853211009174312,0.6341743119266054,0.7666666666666666,602,109,gpt-4-turbo-preview
fever_179320,fever,False,0.5,0.328125,0.673828125,0.7666666666666666,285,64,gpt-4-turbo-preview
fever_201793,fever,False,0.5,0.2857142857142857,0.7276785714285714,0.7178571428571429,118,28,gpt-4-turbo-preview
fever_104650,fever,False,0.5,0.3170731707317073,0.6219512195121951,0.7666666666666666,186,41,gpt-4-turbo-preview
fever_112315,fever,False,0.5,0.3333333333333333,0.7202380952380952,0.7396825396825397,96,21,gpt-4-turbo-preview
fever_192838,fever,True,0.5,0.2619047619047619,0.7202380952380952,0.707936507936508,186,42,gpt-4-turbo-preview
fever_110544,fever,True,0.5,0.48148148148148145,0.8240740740740741,0.6012345679012345,117,27,gpt-4-turbo-preview
fever_194025,fever,False,0.5,0.2777777777777778,0.6018518518518519,0.7481481481481482,245,54,gpt-4-turbo-preview
fever_14078,fever,False,0.5,0.30952380952380953,0.6488095238095238,0.7666666666666666,212,42,gpt-4-turbo-preview
fever_40755,fever,True,0.5,0.3469387755102041,0.6683673469387755,0.7666666666666666,226,49,gpt-4-turbo-preview
fever_150571,fever,False,0.5,0.39759036144578314,0.6024096385542169,0.7666666666666666,370,83,gpt-4-turbo-preview
fever_32970,fever,True,0.5,0.2647058823529412,0.6397058823529411,0.7372549019607844,312,68,gpt-4-turbo-preview
fever_92816,fever,True,0.5,0.3333333333333333,0.6901041666666666,0.7666666666666666,226,48,gpt-4-turbo-preview
fever_29688,fever,True,0.5,0.25,0.6979166666666666,0.7250000000000001,141,36,gpt-4-turbo-preview
fever_141794,fever,True,0.5,0.4230769230769231,0.7235576923076923,0.7352564102564103,240,52,gpt-4-turbo-preview
fever_135364,fever,True,0.5,0.2608695652173913,0.717391304347826,0.7108695652173913,88,23,gpt-4-turbo-preview
fever_211278,fever,True,0.5,0.2571428571428571,0.7464285714285714,0.6690476190476189,155,35,gpt-4-turbo-preview
fever_1398,fever,True,0.5,0.24242424242424243,0.6590909090909091,0.7186868686868687,140,33,gpt-4-turbo-preview
fever_108727,fever,True,0.5,0.3333333333333333,0.6934523809523809,0.7666666666666666,190,42,gpt-4-turbo-preview
fever_189453,fever,True,0.5,0.40540540540540543,0.5585585585585585,0.7666666666666666,580,111,gpt-4-turbo-preview
fever_205638,fever,True,0.5,0.2727272727272727,0.6448863636363636,0.7439393939393939,168,44,gpt-4-turbo-preview
fever_107285,fever,False,0.5,0.4,0.7,0.7666666666666666,119,25,gpt-4-turbo-preview
fever_138632,fever,True,0.5,0.34108527131782945,0.6327519379844961,0.7666666666666666,629,129,gpt-4-turbo-preview
fever_116668,fever,False,0.5,0.28,0.74,0.6966666666666667,88,25,gpt-4-turbo-preview
fever_97927,fever,True,0.5,0.22,0.72,0.6733333333333333,187,50,gpt-4-turbo-preview
fever_95621,fever,True,0.5,0.25806451612903225,0.7943548387096774,0.6059139784946237,137,31,gpt-4-turbo-preview
fever_5398,fever,True,0.5,0.33783783783783783,0.75,0.7,323,74,gpt-4-turbo-preview
fever_189772,fever,True,0.5,0.4032258064516129,0.5352822580645161,0.7666666666666666,562,124,gpt-4-turbo-preview
fever_196967,fever,False,0.5,0.2857142857142857,0.6607142857142857,0.7547619047619047,148,35,gpt-4-turbo-preview
fever_193909,fever,True,0.5,0.36363636363636365,0.5883838383838383,0.7666666666666666,470,99,gpt-4-turbo-preview
fever_196746,fever,True,0.5509492633423053,0.3549618320610687,0.5009541984732825,0.7785548281132046,1042,262,gpt-4-turbo-preview
fever_105097,fever,True,0.5,0.30434782608695654,0.782608695652174,0.6565217391304347,94,23,gpt-4-turbo-preview
fever_55460,fever,True,0.5,0.32,0.77,0.6733333333333332,98,25,gpt-4-turbo-preview
fever_128454,fever,True,0.5,0.3088235294117647,0.6819852941176471,0.7666666666666666,299,68,gpt-4-turbo-preview
fever_147207,fever,True,0.5,0.3333333333333333,0.6286231884057971,0.7666666666666666,369,69,gpt-4-turbo-preview
fever_135485,fever,False,0.5,0.3373493975903614,0.7003012048192772,0.7662650602409637,362,83,gpt-4-turbo-preview
fever_140233,fever,False,0.5,0.2777777777777778,0.6493055555555556,0.7481481481481482,152,36,gpt-4-turbo-preview
fever_174028,fever,True,0.5,0.25,0.8214285714285714,0.5630952380952381,117,28,gpt-4-turbo-preview
fever_227120,fever,False,0.5,0.24242424242424243,0.7537878787878788,0.646969696969697,182,33,gpt-4-turbo-preview
fever_202051,fever,False,0.5,0.2972972972972973,0.7432432432432432,0.7067567567567568,166,37,gpt-4-turbo-preview
fever_132700,fever,False,0.5,0.25,0.796875,0.5958333333333332,171,40,gpt-4-turbo-preview
fever_195070,fever,True,0.5,0.3333333333333333,0.6339285714285714,0.7666666666666666,190,42,gpt-4-turbo-preview
fever_61315,fever,True,0.5,0.417910447761194,0.7182835820895522,0.7422885572139304,281,67,gpt-4-turbo-preview
fever_201065,fever,True,0.5,0.2159090909090909,0.5454545454545454,0.696590909090909,434,88,gpt-4-turbo-preview
fever_218469,fever,True,0.5419517820418611,0.34841628959276016,0.5712669683257918,0.7764554158097676,1156,221,gpt-4-turbo-preview
fever_202461,fever,False,0.5,0.26666666666666666,0.7,0.7388888888888889,127,30,gpt-4-turbo-preview
fever_69699,fever,True,0.5,0.35135135135135137,0.6452702702702703,0.7666666666666666,571,111,gpt-4-turbo-preview
fever_110675,fever,True,0.5,0.2962962962962963,0.6944444444444444,0.7635802469135802,125,27,gpt-4-turbo-preview
fever_73471,fever,True,0.5,0.24444444444444444,0.7055555555555556,0.7129629629629628,184,45,gpt-4-turbo-preview
fever_186923,fever,True,0.5,0.2972972972972973,0.6317567567567568,0.7644144144144145,178,37,gpt-4-turbo-preview
fever_62877,fever,True,0.5,0.34782608695652173,0.8260869565217391,0.5985507246376811,198,46,gpt-4-turbo-preview
fever_70670,fever,True,0.5,0.31645569620253167,0.569620253164557,0.7666666666666666,418,79,gpt-4-turbo-preview
fever_202055,fever,True,0.5,0.38461538461538464,0.5881410256410257,0.7666666666666666,368,78,gpt-4-turbo-preview
fever_155467,fever,True,0.5,0.3218390804597701,0.7083333333333334,0.7555555555555555,331,87,gpt-4-turbo-preview
fever_161854,fever,True,0.5,0.3258426966292135,0.6474719101123596,0.7666666666666666,461,89,gpt-4-turbo-preview
fever_96726,fever,True,0.5,0.27906976744186046,0.7267441860465116,0.7135658914728682,215,43,gpt-4-turbo-preview
fever_185408,fever,True,0.5,0.36,0.545,0.7666666666666666,251,50,gpt-4-turbo-preview
fever_15834,fever,False,0.5,0.3684210526315789,0.743421052631579,0.7087719298245613,79,19,gpt-4-turbo-preview
fever_91674,fever,False,0.5,0.28888888888888886,0.7,0.7574074074074074,188,45,gpt-4-turbo-preview
fever_201388,fever,True,0.5,0.3225806451612903,0.6612903225806451,0.7666666666666666,278,62,gpt-4-turbo-preview
fever_136275,fever,True,0.5,0.27906976744186046,0.6686046511627907,0.7492248062015504,182,43,gpt-4-turbo-preview
fever_217677,fever,True,0.5,0.4339622641509434,0.7948113207547169,0.640251572327044,225,53,gpt-4-turbo-preview
fever_200296,fever,True,0.5,0.30864197530864196,0.6219135802469136,0.7666666666666666,421,81,gpt-4-turbo-preview
fever_191248,fever,False,0.5,0.27906976744186046,0.7005813953488372,0.7484496124031007,167,43,gpt-4-turbo-preview
fever_139714,fever,True,0.5,0.3468208092485549,0.6192196531791907,0.7666666666666666,853,173,gpt-4-turbo-preview
fever_63444,fever,False,0.5,0.32,0.825,0.6,89,25,gpt-4-turbo-preview
fever_80703,fever,True,0.5,0.296875,0.6728515625,0.7640625000000001,633,128,gpt-4-turbo-preview
fever_137907,fever,True,0.5,0.2765957446808511,0.7845744680851063,0.6343971631205674,205,47,gpt-4-turbo-preview
fever_59056,fever,True,0.5,0.25925925925925924,0.8240740740740741,0.5672839506172839,134,27,gpt-4-turbo-preview
fever_29590,fever,False,0.5,0.2682926829268293,0.6310975609756098,0.7402439024390244,163,41,gpt-4-turbo-preview
fever_33595,fever,True,0.5,0.32558139534883723,0.7558139534883721,0.6922480620155038,173,43,gpt-4-turbo-preview
fever_192835,fever,False,0.5,0.3488372093023256,0.6773255813953488,0.7666666666666666,187,43,gpt-4-turbo-preview
fever_114475,fever,False,0.5,0.38636363636363635,0.7727272727272727,0.6696969696969697,220,44,gpt-4-turbo-preview
fever_212192,fever,True,0.5,0.34210526315789475,0.7006578947368421,0.7657894736842104,162,38,gpt-4-turbo-preview
fever_174577,fever,True,0.5,0.2608695652173913,0.6105072463768116,0.7340579710144928,302,69,gpt-4-turbo-preview
fever_175472,fever,True,0.5,0.28,0.735,0.7033333333333334,93,25,gpt-4-turbo-preview
fever_97643,fever,True,0.5,0.34328358208955223,0.6660447761194029,0.7666666666666666,301,67,gpt-4-turbo-preview
fever_165247,fever,True,0.5,0.25263157894736843,0.6171052631578947,0.7271929824561404,502,95,gpt-4-turbo-preview
fever_63220,fever,True,0.5,0.32,0.665,0.7666666666666666,234,50,gpt-4-turbo-preview
fever_175643,fever,True,0.5,0.22972972972972974,0.5371621621621622,0.7081081081081082,346,74,gpt-4-turbo-preview
fever_86143,fever,False,0.5,0.3333333333333333,0.775,0.6666666666666665,66,15,gpt-4-turbo-preview
fever_45625,fever,True,0.5,0.2830188679245283,0.5880503144654088,0.7525157232704403,785,159,gpt-4-turbo-preview
fever_225291,fever,False,0.5,0.3333333333333333,0.7666666666666667,0.6777777777777776,70,15,gpt-4-turbo-preview
fever_187223,fever,True,0.5,0.2708333333333333,0.62109375,0.7423611111111111,412,96,gpt-4-turbo-preview
fever_52240,fever,True,0.5,0.225,0.75,0.6375,147,40,gpt-4-turbo-preview
fever_155807,fever,False,0.5,0.41134751773049644,0.575354609929078,0.7666666666666666,776,141,gpt-4-turbo-preview
fever_218481,fever,False,0.5,0.3333333333333333,0.6972222222222222,0.7666666666666666,226,45,gpt-4-turbo-preview
fever_5719,fever,True,0.5,0.375,0.7369791666666666,0.7173611111111111,191,48,gpt-4-turbo-preview
fever_63435,fever,False,0.5,0.4666666666666667,0.7875,0.6499999999999999,109,30,gpt-4-turbo-preview
fever_143005,fever,True,0.5,0.2727272727272727,0.7234848484848485,0.7126262626262625,138,33,gpt-4-turbo-preview
fever_15186,fever,False,0.5,0.3119266055045872,0.5928899082568807,0.7666666666666666,561,109,gpt-4-turbo-preview
fever_19111,fever,False,0.5,0.3125,0.796875,0.6375,64,16,gpt-4-turbo-preview
fever_48198,fever,True,0.5,0.35135135135135137,0.6824324324324325,0.7666666666666666,159,37,gpt-4-turbo-preview
fever_137429,fever,True,0.5,0.3333333333333333,0.8095238095238095,0.6206349206349205,79,21,gpt-4-turbo-preview
fever_202802,fever,True,0.5,0.4,0.775,0.6666666666666665,123,35,gpt-4-turbo-preview
fever_123487,fever,True,0.5,0.3333333333333333,0.859375,0.5541666666666666,122,24,gpt-4-turbo-preview
fever_54604,fever,False,0.5,0.34,0.74,0.7133333333333333,234,50,gpt-4-turbo-preview
fever_36371,fever,True,0.5,0.3333333333333333,0.5795454545454546,0.7666666666666666,485,99,gpt-4-turbo-preview
fever_21145,fever,False,0.5,0.2702702702702703,0.6081081081081081,0.741891891891892,141,37,gpt-4-turbo-preview
fever_111766,fever,True,0.5,0.3644067796610169,0.6038135593220338,0.7666666666666666,599,118,gpt-4-turbo-preview
fever_106481,fever,True,0.5,0.3673469387755102,0.5510204081632653,0.7666666666666666,644,147,gpt-4-turbo-preview
halueval_qa_1,halueval,True,0.5,0.43478260869565216,0.7336956521739131,0.7217391304347824,107,23,gpt-4-turbo-preview
halueval_qa_9,halueval,False,0.5,0.3,0.7291666666666666,0.7277777777777779,110,30,gpt-4-turbo-preview
halueval_qa_17,halueval,False,0.5,0.3287671232876712,0.6558219178082192,0.7666666666666666,323,73,gpt-4-turbo-preview
halueval_qa_25,halueval,True,0.5,0.34615384615384615,0.6778846153846154,0.7666666666666666,114,26,gpt-4-turbo-preview
halueval_qa_34,halueval,True,0.5,0.38461538461538464,0.8076923076923077,0.623076923076923,53,13,gpt-4-turbo-preview
halueval_qa_42,halueval,False,0.5,0.35,0.75625,0.6916666666666667,107,20,gpt-4-turbo-preview
halueval_qa_50,halueval,False,0.5,0.25925925925925924,0.7731481481481481,0.6351851851851851,99,27,gpt-4-turbo-preview
halueval_qa_59,halueval,False,0.5,0.36538461538461536,0.6225961538461539,0.7666666666666666,730,156,gpt-4-turbo-preview
halueval_qa_67,halueval,False,0.5,0.24390243902439024,0.7347560975609756,0.6735772357723577,161,41,gpt-4-turbo-preview
halueval_qa_75,halueval,True,0.5,0.5263157894736842,0.7171052631578947,0.7438596491228071,108,19,gpt-4-turbo-preview
halueval_qa_84,halueval,True,0.5,0.3275862068965517,0.6810344827586207,0.7666666666666666,219,58,gpt-4-turbo-preview
halueval_qa_92,halueval,True,0.5,0.2972972972972973,0.652027027027027,0.7644144144144145,159,37,gpt-4-turbo-preview
halueval_qa_100,halueval,True,0.5,0.46153846153846156,0.7355769230769231,0.7192307692307691,116,26,gpt-4-turbo-preview
halueval_qa_108,halueval,False,0.5,0.2962962962962963,0.6597222222222222,0.7635802469135802,187,54,gpt-4-turbo-preview
halueval_qa_117,halueval,False,0.5,0.2727272727272727,0.6672077922077922,0.7439393939393939,399,77,gpt-4-turbo-preview
halueval_qa_125,halueval,False,0.5,0.2857142857142857,0.7857142857142857,0.6404761904761904,101,21,gpt-4-turbo-preview
halueval_qa_133,halueval,True,0.5,0.3333333333333333,0.7268518518518519,0.7308641975308641,121,27,gpt-4-turbo-preview
halueval_qa_142,halueval,True,0.5,0.2972972972972973,0.6790540540540541,0.7644144144144145,144,37,gpt-4-turbo-preview
halueval_qa_150,halueval,False,0.5,0.3333333333333333,0.8166666666666667,0.611111111111111,149,30,gpt-4-turbo-preview
halueval_qa_158,halueval,True,0.5,0.2692307692307692,0.7596153846153846,0.6615384615384615,89,26,gpt-4-turbo-preview
halueval_qa_167,halueval,False,0.5,0.3142857142857143,0.7357142857142858,0.7190476190476189,151,35,gpt-4-turbo-preview
halueval_qa_175,halueval,True,0.5,0.32653061224489793,0.4897959183673469,0.7666666666666666,283,49,gpt-4-turbo-preview
halueval_qa_183,halueval,True,0.5,0.3333333333333333,0.7916666666666666,0.6444444444444444,124,24,gpt-4-turbo-preview
halueval_qa_191,halueval,False,0.5,0.3333333333333333,0.8143939393939394,0.614141414141414,134,33,gpt-4-turbo-preview
halueval_qa_200,halueval,True,0.5,0.3191489361702128,0.6781914893617021,0.7666666666666666,217,47,gpt-4-turbo-preview
halueval_qa_208,halueval,False,0.5,0.2777777777777778,0.6736111111111112,0.7481481481481482,141,36,gpt-4-turbo-preview
halueval_qa_216,halueval,True,0.5,0.3333333333333333,0.8958333333333334,0.5055555555555554,119,24,gpt-4-turbo-preview
halueval_qa_225,halueval,False,0.5,0.2903225806451613,0.7741935483870968,0.6596774193548387,140,31,gpt-4-turbo-preview
halueval_qa_233,halueval,True,0.5,0.4,0.705,0.76,115,25,gpt-4-turbo-preview
halueval_qa_241,halueval,False,0.5,0.35714285714285715,0.875,0.5333333333333332,55,14,gpt-4-turbo-preview
halueval_qa_250,halueval,False,0.5,0.2717391304347826,0.5176630434782609,0.7431159420289855,417,92,gpt-4-turbo-preview
halueval_qa_258,halueval,False,0.5,0.35294117647058826,0.8161764705882353,0.6117647058823529,69,17,gpt-4-turbo-preview
halueval_qa_266,halueval,True,0.5,0.3142857142857143,0.6464285714285715,0.7666666666666666,180,35,gpt-4-turbo-preview
halueval_qa_275,halueval,False,0.5,0.2857142857142857,0.9196428571428571,0.4619047619047618,43,14,gpt-4-turbo-preview
halueval_qa_283,halueval,True,0.5,0.3333333333333333,0.6927083333333334,0.7666666666666666,98,24,gpt-4-turbo-preview
halueval_qa_291,halueval,False,0.5,0.36416184971098264,0.5513005780346821,0.7666666666666666,819,173,gpt-4-turbo-preview
halueval_qa_299,halueval,False,0.5,0.34146341463414637,0.6371951219512195,0.7666666666666666,147,41,gpt-4-turbo-preview
halueval_qa_308,halueval,True,0.5,0.373134328358209,0.5802238805970149,0.7666666666666666,296,67,gpt-4-turbo-preview
halueval_qa_316,halueval,True,0.5,0.3103448275862069,0.7068965517241379,0.7574712643678161,90,29,gpt-4-turbo-preview
halueval_qa_324,halueval,True,0.5,0.25925925925925924,0.7037037037037037,0.7277777777777777,120,27,gpt-4-turbo-preview
halueval_qa_333,halueval,True,0.5,0.3,0.65,0.7666666666666666,133,30,gpt-4-turbo-preview
halueval_qa_341,halueval,True,0.5,0.3333333333333333,0.7777777777777778,0.6629629629629629,87,18,gpt-4-turbo-preview
halueval_qa_349,halueval,True,0.5,0.45045045045045046,0.6846846846846847,0.7666666666666666,485,111,gpt-4-turbo-preview
halueval_qa_358,halueval,False,0.5,0.2727272727272727,0.6022727272727273,0.7439393939393939,161,33,gpt-4-turbo-preview
halueval_qa_366,halueval,True,0.5,0.4,0.9,0.4999999999999999,70,15,gpt-4-turbo-preview
halueval_qa_374,halueval,True,0.5,0.36,0.7075,0.7566666666666666,241,50,gpt-4-turbo-preview
halueval_qa_382,halueval,False,0.5,0.3253968253968254,0.5386904761904762,0.7666666666666666,506,126,gpt-4-turbo-preview
halueval_qa_391,halueval,True,0.5,0.3684210526315789,0.7960526315789473,0.6385964912280702,117,19,gpt-4-turbo-preview
halueval_qa_399,halueval,True,0.5,0.4782608695652174,0.8532608695652174,0.56231884057971,97,23,gpt-4-turbo-preview
halueval_qa_407,halueval,False,0.5,0.4090909090909091,0.7556818181818182,0.6924242424242423,87,22,gpt-4-turbo-preview
halueval_qa_416,halueval,False,0.5,0.32926829268292684,0.7012195121951219,0.7650406504065042,397,82,gpt-4-turbo-preview
halueval_qa_424,halueval,True,0.5,0.38461538461538464,0.7019230769230769,0.764102564102564,63,13,gpt-4-turbo-preview
halueval_qa_432,halueval,False,0.5,0.2777777777777778,0.7986111111111112,0.6166666666666665,80,18,gpt-4-turbo-preview
halueval_qa_441,halueval,True,0.5,0.4098360655737705,0.6475409836065574,0.7666666666666666,266,61,gpt-4-turbo-preview
halueval_qa_449,halueval,True,0.5,0.28205128205128205,0.7083333333333334,0.7405982905982905,142,39,gpt-4-turbo-preview
halueval_qa_457,halueval,True,0.5,0.2571428571428571,0.6785714285714286,0.730952380952381,142,35,gpt-4-turbo-preview
halueval_qa_466,halueval,False,0.5,0.4827586206896552,0.8146551724137931,0.6137931034482758,117,29,gpt-4-turbo-preview
halueval_qa_474,halueval,False,0.5,0.25,0.7552083333333334,0.6513888888888888,219,48,gpt-4-turbo-preview
halueval_qa_482,halueval,False,0.5,0.46153846153846156,0.8365384615384616,0.5846153846153845,58,13,gpt-4-turbo-preview
halueval_qa_490,halueval,True,0.5,0.3333333333333333,0.6361111111111111,0.7666666666666666,210,45,gpt-4-turbo-preview
halueval_qa_499,halueval,False,0.5,0.2753623188405797,0.5996376811594203,0.7461352657004832,253,69,gpt-4-turbo-preview
halueval_qa_507,halueval,False,0.5,0.22727272727272727,0.5710227272727273,0.706060606060606,470,88,gpt-4-turbo-preview
halueval_qa_515,halueval,True,0.5,0.3116883116883117,0.577922077922078,0.7666666666666666,351,77,gpt-4-turbo-preview
halueval_qa_524,halueval,True,0.5,0.3586206896551724,0.6232758620689656,0.7666666666666666,605,145,gpt-4-turbo-preview
halueval_qa_532,halueval,True,0.5,0.35294117647058826,0.8014705882352942,0.6313725490196077,78,17,gpt-4-turbo-preview
halueval_qa_540,halueval,False,0.5,0.3448275862068966,0.7341954022988506,0.7210727969348658,407,87,gpt-4-turbo-preview
halueval_qa_549,halueval,True,0.5,0.30434782608695654,0.8858695652173914,0.5188405797101447,89,23,gpt-4-turbo-preview
halueval_qa_557,halueval,False,0.5,0.3333333333333333,0.6829710144927537,0.7666666666666666,281,69,gpt-4-turbo-preview
halueval_qa_565,halueval,True,0.5,0.3188405797101449,0.657608695652174,0.7666666666666666,351,69,gpt-4-turbo-preview
halueval_qa_573,halueval,True,0.5,0.35,0.9375,0.4499999999999999,83,20,gpt-4-turbo-preview
halueval_qa_582,halueval,True,0.5,0.37142857142857144,0.6333333333333333,0.7666666666666666,522,105,gpt-4-turbo-preview
halueval_qa_590,halueval,False,0.5,0.35714285714285715,0.6377551020408163,0.7666666666666666,520,98,gpt-4-turbo-preview
halueval_qa_598,halueval,False,0.5,0.4,0.8875,0.5166666666666666,50,10,gpt-4-turbo-preview
