sample_id,source,asv_score,r_lz_normalized,n_tokens
fever_183611,fever,0.672222222222222,1.0,24
fever_127539,fever,0.7666666666666666,1.0,43
fever_70982,fever,0.7151515151515151,1.0,31
fever_144723,fever,0.7104651162790698,1.0,36
fever_192980,fever,0.7666666666666666,1.0,51
fever_156856,fever,0.6166666666666666,1.0,28
fever_25089,fever,0.7666666666666666,1.0,74
fever_49997,fever,0.7666666666666666,1.0,51
fever_140466,fever,0.6404761904761904,1.0,23
fever_157685,fever,0.7666666666666666,1.0,23
fever_73978,fever,0.6752252252252251,1.0,27
fever_173121,fever,0.7666666666666666,1.0,14
fever_126878,fever,0.7666666666666666,1.0,15
fever_128741,fever,0.6133333333333333,1.0,17
fever_46513,fever,0.7007751937984497,1.0,58
fever_76795,fever,0.7087719298245613,1.0,15
fever_140758,fever,0.7277777777777779,1.0,15
fever_84187,fever,0.6583333333333332,1.0,16
fever_5488,fever,0.7578947368421053,1.0,28
fever_58341,fever,0.7448412698412699,1.0,72
fever_83371,fever,0.721584699453552,1.0,47
fever_204020,fever,0.7666666666666666,1.0,50
fever_54418,fever,0.6941520467836256,1.0,40
fever_194923,fever,0.7129870129870128,1.0,51
fever_94038,fever,0.7213450292397661,1.0,45
fever_115131,fever,0.7372549019607844,1.0,45
fever_124723,fever,0.7146864686468647,1.0,92
fever_110205,fever,0.7635802469135802,1.0,37
fever_166916,fever,0.7666666666666666,1.0,39
fever_23845,fever,0.7277777777777777,1.0,23
fever_53288,fever,0.730952380952381,1.0,29
fever_9849,fever,0.7341880341880342,1.0,27
fever_71511,fever,0.7666666666666666,1.0,53
fever_203164,fever,0.7666666666666666,1.0,64
fever_54142,fever,0.7842877838081643,1.0,205
fever_120480,fever,0.7666666666666666,1.0,33
fever_156946,fever,0.7666666666666666,1.0,93
fever_208414,fever,0.730952380952381,1.0,24
fever_55975,fever,0.6791666666666667,1.0,24
fever_19501,fever,0.6368686868686868,1.0,24
fever_24265,fever,0.6210526315789473,1.0,14
fever_46475,fever,0.6242424242424243,1.0,28
fever_116417,fever,0.7666666666666666,1.0,18
fever_155321,fever,0.6666666666666665,1.0,27
fever_69716,fever,0.7,1.0,39
fever_192964,fever,0.7666666666666666,1.0,85
fever_135740,fever,0.7699116252241032,1.0,149
fever_125695,fever,0.6886363636363635,1.0,57
fever_140857,fever,0.7404040404040404,1.0,26
fever_216590,fever,0.7666666666666666,1.0,56
fever_59113,fever,0.7265151515151516,1.0,34
fever_12684,fever,0.7666666666666666,1.0,54
fever_29857,fever,0.7222943722943723,1.0,54
fever_203701,fever,0.7203703703703703,1.0,30
fever_46065,fever,0.7492248062015504,1.0,36
fever_98555,fever,0.7666666666666666,1.0,117
fever_70208,fever,0.7451612903225806,1.0,51
fever_204647,fever,0.7617647058823529,1.0,22
fever_124540,fever,0.7547619047619047,1.0,21
fever_27497,fever,0.6916666666666667,1.0,14
fever_94746,fever,0.7497076023391811,1.0,39
fever_122673,fever,0.7547619047619047,1.0,75
fever_161547,fever,0.5188405797101447,1.0,14
fever_170398,fever,0.6642857142857143,1.0,32
fever_75022,fever,0.7186868686868687,1.0,27
fever_12264,fever,0.7666666666666666,1.0,41
fever_205739,fever,0.6775641025641024,1.0,39
fever_134620,fever,0.7666666666666666,1.0,42
fever_93064,fever,0.7471631205673759,1.0,38
fever_168543,fever,0.7666666666666666,1.0,79
fever_53330,fever,0.6770114942528734,1.0,15
fever_55330,fever,0.7222943722943723,1.0,66
fever_165668,fever,0.696590909090909,1.0,75
fever_152316,fever,0.726190476190476,1.0,25
fever_183627,fever,0.6516129032258065,1.0,19
fever_218475,fever,0.7666666666666666,1.0,89
fever_136924,fever,0.7666666666666666,1.0,137
fever_224968,fever,0.7666666666666666,1.0,54
fever_82509,fever,0.7666666666666666,1.0,15
fever_160551,fever,0.7277777777777777,1.0,13
fever_79091,fever,0.7666666666666666,1.0,64
fever_128538,fever,0.7666666666666666,1.0,63
fever_78997,fever,0.7423611111111111,1.0,34
fever_94522,fever,0.6636752136752135,1.0,42
fever_74807,fever,0.6863636363636363,1.0,45
fever_208413,fever,0.7359649122807017,1.0,27
fever_34180,fever,0.7666666666666666,1.0,27
fever_159094,fever,0.75,1.0,20
fever_42188,fever,0.7347352024922118,1.0,82
fever_181978,fever,0.7666666666666666,1.0,19
fever_211286,fever,0.7111111111111111,1.0,22
fever_53388,fever,0.623611111111111,1.0,16
fever_36242,fever,0.7263157894736842,1.0,27
fever_3583,fever,0.7666666666666666,1.0,46
fever_64196,fever,0.7227272727272727,1.0,17
fever_50537,fever,0.7666666666666666,1.0,50
fever_6916,fever,0.7666666666666666,1.0,36
fever_140451,fever,0.7666666666666666,1.0,57
fever_118044,fever,0.7137992831541219,1.0,80
fever_104082,fever,0.7076388888888889,1.0,40
fever_202940,fever,0.6722222222222222,1.0,26
fever_143582,fever,0.6435483870967742,1.0,24
fever_185733,fever,0.7617647058823529,1.0,54
fever_91884,fever,0.7666666666666666,1.0,31
fever_208150,fever,0.6558823529411764,1.0,24
fever_166633,fever,0.6249999999999999,1.0,15
fever_45109,fever,0.7410256410256411,1.0,108
fever_102451,fever,0.7666666666666666,1.0,54
fever_41850,fever,0.6420289855072463,1.0,15
fever_44512,fever,0.7666666666666666,1.0,22
fever_216389,fever,0.7346153846153847,1.0,51
fever_120165,fever,0.709009009009009,1.0,51
fever_93448,fever,0.7666666666666666,1.0,43
fever_10153,fever,0.7666666666666666,1.0,49
fever_52186,fever,0.5833333333333333,1.0,22
fever_204432,fever,0.7666666666666666,1.0,37
fever_155955,fever,0.6952830188679244,1.0,38
fever_137573,fever,0.7666666666666666,1.0,37
fever_111764,fever,0.6913793103448275,1.0,19
fever_109901,fever,0.7666666666666666,1.0,88
fever_22569,fever,0.7666666666666666,1.0,53
fever_73092,fever,0.7578947368421053,1.0,88
fever_27040,fever,0.7602564102564102,1.0,55
fever_179007,fever,0.6166666666666667,1.0,27
fever_63836,fever,0.7370370370370369,1.0,44
fever_183139,fever,0.7666666666666666,1.0,66
fever_140691,fever,0.6166666666666665,1.0,14
fever_215222,fever,0.7298449612403102,1.0,30
fever_157622,fever,0.7666666666666666,1.0,107
fever_35695,fever,0.7666666666666666,1.0,28
fever_141129,fever,0.7421568627450981,1.0,150
fever_225236,fever,0.655128205128205,1.0,21
fever_151747,fever,0.7157657657657657,1.0,28
fever_24480,fever,0.5731884057971014,1.0,15
fever_28499,fever,0.7666666666666666,1.0,24
fever_174580,fever,0.7666666666666666,1.0,56
fever_209084,fever,0.72,1.0,37
fever_21558,fever,0.7655844155844156,1.0,64
fever_34766,fever,0.7287878787878788,1.0,40
fever_165650,fever,0.7085034013605442,1.0,41
fever_189893,fever,0.7576305220883535,1.0,60
fever_219126,fever,0.7666666666666666,1.0,96
fever_165882,fever,0.7531531531531532,1.0,56
fever_145570,fever,0.7202020202020201,1.0,24
fever_105634,fever,0.7666666666666666,1.0,53
fever_6113,fever,0.7159420289855073,1.0,33
fever_121157,fever,0.7297619047619047,1.0,39
fever_102734,fever,0.6989177489177489,1.0,61
fever_46970,fever,0.7666666666666666,1.0,27
fever_217680,fever,0.7186868686868687,1.0,52
fever_135580,fever,0.7666666666666666,1.0,98
fever_175630,fever,0.7666666666666666,1.0,60
fever_126359,fever,0.7336257309941518,1.0,43
fever_205648,fever,0.7493827160493827,1.0,18
fever_34110,fever,0.706060606060606,1.0,30
fever_75599,fever,0.7666666666666666,1.0,23
fever_151650,fever,0.7469298245614036,1.0,58
fever_63892,fever,0.6978260869565218,1.0,59
fever_170396,fever,0.7222222222222223,1.0,12
fever_227369,fever,0.7617647058823529,1.0,24
fever_69285,fever,0.7666666666666666,1.0,64
fever_165250,fever,0.7456043956043956,1.0,72
fever_196983,fever,0.7161971830985916,1.0,52
fever_79169,fever,0.6929487179487179,1.0,35
fever_129650,fever,0.7666666666666666,1.0,89
fever_179739,fever,0.7547619047619047,1.0,29
fever_12,fever,0.7481481481481482,1.0,45
fever_41703,fever,0.7476190476190475,1.0,30
fever_29027,fever,0.7666666666666666,1.0,79
fever_71376,fever,0.7388127853881277,1.0,59
fever_29618,fever,0.756392694063927,1.0,56
fever_181187,fever,0.7635802469135802,1.0,18
fever_225307,fever,0.73125,1.0,21
fever_46726,fever,0.7144927536231884,1.0,18
fever_195058,fever,0.6637681159420289,1.0,16
fever_4863,fever,0.7666666666666666,1.0,14
fever_171611,fever,0.721505376344086,1.0,22
fever_37390,fever,0.7617283950617284,1.0,17
fever_36092,fever,0.6444444444444444,1.0,19
fever_204431,fever,0.7279342723004695,1.0,61
fever_11441,fever,0.7666666666666666,1.0,43
fever_118091,fever,0.6626436781609194,1.0,19
fever_91313,fever,0.566161616161616,1.0,27
fever_51097,fever,0.7666666666666666,1.0,51
fever_38549,fever,0.7666666666666666,1.0,40
fever_7179,fever,0.702136752136752,1.0,29
fever_18615,fever,0.7273946360153257,1.0,74
fever_10327,fever,0.6935897435897436,1.0,16
fever_195063,fever,0.7617283950617284,1.0,40
fever_185425,fever,0.7666666666666666,1.0,43
fever_181977,fever,0.7250000000000001,1.0,35
fever_96998,fever,0.657142857142857,1.0,46
fever_3019,fever,0.7653225806451613,1.0,95
fever_50909,fever,0.7635802469135802,1.0,19
fever_227132,fever,0.7072463768115942,1.0,19
fever_18823,fever,0.7474358974358974,1.0,57
fever_194026,fever,0.7578947368421053,1.0,59
fever_142130,fever,0.7597222222222222,1.0,15
fever_189755,fever,0.7666666666666666,1.0,106
fever_49706,fever,0.6259259259259258,1.0,18
fever_146679,fever,0.7359649122807017,1.0,114
fever_110987,fever,0.7666666666666666,1.0,92
fever_38972,fever,0.7666666666666666,1.0,70
fever_114463,fever,0.7250000000000001,1.0,52
fever_194922,fever,0.7555555555555555,1.0,30
fever_119089,fever,0.7666666666666666,1.0,20
fever_20605,fever,0.6381720430107526,1.0,50
fever_138501,fever,0.7348837209302326,1.0,29
fever_169049,fever,0.7666666666666666,1.0,62
fever_137482,fever,0.6583333333333332,1.0,37
fever_123076,fever,0.7666666666666666,1.0,82
fever_159574,fever,0.7666666666666666,1.0,69
fever_226148,fever,0.7666666666666666,1.0,52
fever_110772,fever,0.7362318840579709,1.0,14
fever_133269,fever,0.7208333333333332,1.0,46
fever_157576,fever,0.6960317460317461,1.0,34
fever_106296,fever,0.5999999999999999,1.0,21
fever_94358,fever,0.7666666666666666,1.0,98
fever_70599,fever,0.7510416666666666,1.0,20
fever_108202,fever,0.7490196078431373,1.0,24
fever_18565,fever,0.6270833333333332,1.0,23
fever_191444,fever,0.7611111111111111,1.0,64
fever_184080,fever,0.7496415770609319,1.0,66
fever_224959,fever,0.7483870967741935,1.0,48
fever_163993,fever,0.7250000000000001,1.0,17
fever_149502,fever,0.575,1.0,11
fever_161210,fever,0.7510416666666666,1.0,46
fever_81829,fever,0.7666666666666666,1.0,64
fever_215228,fever,0.7654228855721392,1.0,44
fever_202454,fever,0.7178160919540231,1.0,46
fever_194469,fever,0.7666666666666666,1.0,54
fever_139430,fever,0.7666666666666666,1.0,55
fever_131931,fever,0.6583333333333332,1.0,13
fever_203384,fever,0.7666666666666666,1.0,29
fever_26690,fever,0.7666666666666666,1.0,89
fever_90554,fever,0.7,1.0,33
fever_130392,fever,0.6423076923076922,1.0,19
fever_128176,fever,0.7333333333333334,1.0,39
fever_97871,fever,0.5697916666666666,1.0,25
fever_32825,fever,0.6956140350877194,1.0,28
fever_111769,fever,0.5229166666666667,1.0,24
fever_16007,fever,0.6583333333333332,1.0,21
fever_156943,fever,0.7666666666666666,1.0,58
fever_17290,fever,0.7666666666666666,1.0,108
fever_115185,fever,0.7,1.0,17
fever_184073,fever,0.7250000000000001,1.0,19
fever_168976,fever,0.7297619047619047,1.0,19
fever_85448,fever,0.7741453292976312,1.0,155
fever_55953,fever,0.7578947368421053,1.0,30
fever_151529,fever,0.7,1.0,20
fever_212775,fever,0.60625,1.0,27
fever_55294,fever,0.6649122807017543,1.0,28
fever_145672,fever,0.7193693693693695,1.0,27
fever_184092,fever,0.7666666666666666,1.0,68
fever_177185,fever,0.7666666666666666,1.0,72
fever_161206,fever,0.7666666666666666,1.0,45
fever_226142,fever,0.7202020202020203,1.0,56
fever_84272,fever,0.7119047619047618,1.0,20
fever_182453,fever,0.7666666666666666,1.0,86
fever_117065,fever,0.7666666666666666,1.0,85
fever_167969,fever,0.7666666666666666,1.0,69
fever_196960,fever,0.6393939393939394,1.0,32
fever_166634,fever,0.6404761904761904,1.0,20
fever_131009,fever,0.7333333333333334,1.0,36
fever_42792,fever,0.7666666666666666,1.0,67
fever_152642,fever,0.7666666666666666,1.0,121
fever_93250,fever,0.7666666666666666,1.0,74
fever_168975,fever,0.7655844155844156,1.0,57
fever_141344,fever,0.6220430107526882,1.0,24
fever_15246,fever,0.7233333333333334,1.0,99
fever_192706,fever,0.6921052631578948,1.0,62
fever_139037,fever,0.7166666666666666,1.0,13
fever_59617,fever,0.7602564102564102,1.0,51
fever_46464,fever,0.7635802469135802,1.0,19
fever_189448,fever,0.7176767676767676,1.0,26
fever_194918,fever,0.7666666666666666,1.0,68
fever_112935,fever,0.7099033816425121,1.0,55
fever_50810,fever,0.757051282051282,1.0,41
fever_120210,fever,0.7666666666666666,1.0,21
fever_23198,fever,0.7547619047619047,1.0,68
fever_3682,fever,0.7666666666666666,1.0,152
fever_36424,fever,0.6916666666666667,1.0,15
fever_79771,fever,0.7402439024390244,1.0,65
fever_66201,fever,0.7317204301075269,1.0,25
fever_195060,fever,0.7666666666666666,1.0,25
fever_215135,fever,0.7071428571428571,1.0,25
fever_217216,fever,0.7666666666666666,1.0,62
fever_132352,fever,0.5737373737373737,1.0,22
fever_70695,fever,0.7666666666666666,1.0,28
fever_181599,fever,0.6774774774774774,1.0,22
fever_202779,fever,0.7193693693693695,1.0,27
fever_222026,fever,0.7666666666666666,1.0,64
fever_195823,fever,0.6861111111111111,1.0,14
fever_76736,fever,0.6059139784946237,1.0,21
fever_212193,fever,0.6195402298850574,1.0,21
fever_223342,fever,0.7333333333333334,1.0,18
fever_116711,fever,0.6924242424242423,1.0,18
fever_195031,fever,0.672222222222222,1.0,16
fever_127576,fever,0.7666666666666666,1.0,114
fever_139250,fever,0.7655844155844156,1.0,67
fever_59886,fever,0.7666666666666666,1.0,75
fever_122650,fever,0.6761904761904761,1.0,23
fever_99144,fever,0.7495098039215686,1.0,53
fever_202441,fever,0.5680555555555555,1.0,15
fever_215200,fever,0.5157894736842104,1.0,12
fever_43042,fever,0.7617647058823529,1.0,25
fever_26107,fever,0.7666666666666666,1.0,34
fever_217220,fever,0.7666666666666666,1.0,26
fever_194373,fever,0.7271317829457364,1.0,30
fever_136462,fever,0.7163043478260869,1.0,67
fever_166506,fever,0.7250000000000001,1.0,28
fever_136862,fever,0.6318181818181818,1.0,21
fever_203369,fever,0.5764367816091953,1.0,19
fever_195818,fever,0.7666666666666666,1.0,78
fever_159716,fever,0.7666666666666666,1.0,52
fever_82873,fever,0.6939024390243902,1.0,23
fever_131422,fever,0.7666666666666666,1.0,57
fever_99236,fever,0.7398809523809524,1.0,46
fever_64843,fever,0.7666666666666666,1.0,99
fever_207264,fever,0.7666666666666666,1.0,135
fever_29864,fever,0.7266666666666666,1.0,18
fever_63374,fever,0.7597222222222222,1.0,35
fever_15007,fever,0.7462962962962962,1.0,12
fever_227140,fever,0.728735632183908,1.0,23
fever_218371,fever,0.7192307692307691,1.0,32
fever_20120,fever,0.7,1.0,13
fever_181845,fever,0.6708994708994708,1.0,48
fever_197383,fever,0.6733333333333332,1.0,37
fever_52410,fever,0.7666666666666666,1.0,59
fever_198232,fever,0.7416666666666666,1.0,27
fever_118048,fever,0.7517094017094017,1.0,55
fever_48697,fever,0.6972222222222222,1.0,43
fever_72331,fever,0.7666666666666666,1.0,106
fever_134566,fever,0.6927536231884057,1.0,29
fever_126455,fever,0.7635802469135802,1.0,21
fever_225239,fever,0.6950980392156862,1.0,12
fever_113357,fever,0.7666666666666666,1.0,39
fever_43621,fever,0.7666666666666666,1.0,27
fever_21899,fever,0.7156716417910448,1.0,48
fever_155992,fever,0.7666666666666666,1.0,25
fever_185397,fever,0.7666666666666666,1.0,73
fever_105077,fever,0.7666666666666666,1.0,57
fever_83269,fever,0.7666666666666666,1.0,40
fever_171627,fever,0.7666666666666666,1.0,49
fever_186597,fever,0.5442028985507246,1.0,18
fever_159575,fever,0.6565217391304347,1.0,14
fever_38032,fever,0.7666666666666666,1.0,36
fever_36237,fever,0.7081081081081082,1.0,55
fever_159085,fever,0.7666666666666666,1.0,91
fever_71757,fever,0.7666666666666666,1.0,73
fever_82608,fever,0.7666666666666666,1.0,143
fever_118368,fever,0.7025252525252526,1.0,24
fever_181824,fever,0.740909090909091,1.0,46
fever_33112,fever,0.7666666666666666,1.0,68
fever_175468,fever,0.7666666666666666,1.0,67
fever_97333,fever,0.7521739130434782,1.0,38
fever_184050,fever,0.6925925925925925,1.0,30
fever_36496,fever,0.7611111111111111,1.0,24
fever_39405,fever,0.7098039215686274,1.0,28
fever_50119,fever,0.707142857142857,1.0,22
fever_102875,fever,0.7547619047619047,1.0,28
fever_76121,fever,0.7666666666666666,1.0,60
fever_150672,fever,0.7520833333333332,1.0,22
fever_96329,fever,0.734920634920635,1.0,32
fever_143041,fever,0.7666666666666666,1.0,22
fever_79322,fever,0.6642857142857141,1.0,20
fever_57256,fever,0.7407407407407407,1.0,33
fever_137531,fever,0.7666666666666666,1.0,44
fever_75021,fever,0.646969696969697,1.0,18
fever_8492,fever,0.6878787878787879,1.0,41
fever_4273,fever,0.7250000000000001,1.0,27
fever_87192,fever,0.6523809523809523,1.0,23
fever_143593,fever,0.719607843137255,1.0,21
fever_10955,fever,0.7666666666666666,1.0,57
fever_16783,fever,0.7439393939393939,1.0,36
fever_170422,fever,0.7316091954022989,1.0,23
fever_94058,fever,0.7666666666666666,1.0,16
fever_104499,fever,0.711111111111111,1.0,22
fever_56307,fever,0.7104166666666667,1.0,23
fever_133748,fever,0.7644144144144145,1.0,24
fever_192836,fever,0.7,1.0,16
fever_31759,fever,0.7458333333333333,1.0,33
fever_192965,fever,0.7666666666666666,1.0,42
fever_63686,fever,0.7423611111111111,1.0,31
fever_175941,fever,0.6962121212121211,1.0,32
fever_38540,fever,0.7635802469135802,1.0,18
fever_155284,fever,0.7666666666666666,1.0,14
fever_211295,fever,0.7327160493827161,1.0,20
fever_127872,fever,0.7298449612403102,1.0,34
fever_97739,fever,0.7476190476190476,1.0,28
fever_32687,fever,0.6866666666666665,1.0,17
fever_228349,fever,0.7666666666666666,1.0,52
fever_161560,fever,0.7136363636363636,1.0,32
fever_106826,fever,0.7020325203252031,1.0,32
fever_98806,fever,0.6978260869565218,1.0,58
fever_51233,fever,0.7666666666666666,1.0,20
fever_118340,fever,0.7193693693693695,1.0,61
fever_6285,fever,0.7666666666666666,1.0,26
fever_119298,fever,0.7352564102564103,1.0,44
fever_13757,fever,0.730952380952381,1.0,24
fever_118833,fever,0.7388888888888889,1.0,21
fever_189756,fever,0.7655844155844156,1.0,57
fever_37050,fever,0.7666666666666666,1.0,18
fever_67426,fever,0.7517094017094017,1.0,26
fever_55999,fever,0.7666666666666666,1.0,40
fever_104820,fever,0.7666666666666666,1.0,71
fever_87405,fever,0.6871212121212121,1.0,34
fever_181211,fever,0.73,1.0,35
fever_189447,fever,0.7666666666666666,1.0,45
fever_12844,fever,0.7666666666666666,1.0,42
fever_203160,fever,0.7666666666666666,1.0,11
fever_65498,fever,0.7666666666666666,1.0,66
fever_65462,fever,0.7666666666666666,1.0,25
fever_32968,fever,0.7666666666666666,1.0,61
fever_60819,fever,0.7018518518518518,1.0,71
fever_115760,fever,0.7666666666666666,1.0,75
fever_193886,fever,0.7666666666666666,1.0,55
fever_102793,fever,0.7666666666666666,1.0,56
fever_127833,fever,0.6358974358974357,1.0,20
fever_199425,fever,0.7250000000000001,1.0,51
fever_67643,fever,0.7166666666666666,1.0,18
fever_149587,fever,0.7364583333333332,1.0,20
fever_14019,fever,0.7666666666666666,1.0,31
fever_181624,fever,0.7233333333333334,1.0,18
fever_138758,fever,0.7101626016260162,1.0,32
fever_60633,fever,0.7666666666666666,1.0,21
fever_11312,fever,0.7555555555555555,1.0,13
fever_40397,fever,0.7182795698924731,1.0,46
fever_223349,fever,0.6866666666666665,1.0,18
fever_100836,fever,0.7527777777777778,1.0,45
fever_195032,fever,0.6952380952380952,1.0,32
fever_158306,fever,0.6749999999999998,1.0,14
fever_125557,fever,0.662121212121212,1.0,18
fever_47942,fever,0.746551724137931,1.0,41
fever_86054,fever,0.6652777777777776,1.0,20
fever_104729,fever,0.7547619047619047,1.0,34
fever_122465,fever,0.7666666666666666,1.0,39
fever_57810,fever,0.7357142857142857,1.0,36
fever_56983,fever,0.7041666666666666,1.0,25
fever_132647,fever,0.6679487179487178,1.0,17
fever_10460,fever,0.7166666666666668,1.0,16
fever_208440,fever,0.7666666666666666,1.0,37
fever_116870,fever,0.7666666666666666,1.0,23
fever_212321,fever,0.7317204301075269,1.0,54
fever_86543,fever,0.6012345679012344,1.0,38
fever_227347,fever,0.7333333333333334,1.0,13
fever_64867,fever,0.7586021505376345,1.0,23
fever_207538,fever,0.6995934959349593,1.0,66
fever_13520,fever,0.7666666666666666,1.0,78
fever_129701,fever,0.7666666666666666,1.0,90
fever_203376,fever,0.7210691823899371,1.0,37
fever_121739,fever,0.7403225806451612,1.0,22
fever_195038,fever,0.7666666666666666,1.0,60
fever_197379,fever,0.7666666666666666,1.0,45
fever_70,fever,0.7069444444444444,1.0,15
fever_171075,fever,0.7531531531531532,1.0,59
fever_63218,fever,0.7294326241134752,1.0,37
fever_33955,fever,0.6367816091954022,1.0,22
fever_59319,fever,0.7666666666666666,1.0,50
fever_137956,fever,0.6626436781609194,1.0,18
fever_217221,fever,0.7036231884057971,1.0,35
fever_134097,fever,0.7033333333333334,1.0,18
fever_69641,fever,0.7666666666666666,1.0,44
fever_101716,fever,0.756392694063927,1.0,56
fever_158424,fever,0.7666666666666666,1.0,75
fever_65268,fever,0.7530303030303029,1.0,34
fever_84506,fever,0.75,1.0,17
fever_47542,fever,0.7327160493827161,1.0,46
fever_55444,fever,0.7166666666666666,1.0,13
fever_108889,fever,0.6561403508771928,1.0,12
fever_122457,fever,0.7345528455284553,1.0,33
fever_148799,fever,0.7666666666666666,1.0,82
fever_118509,fever,0.7492248062015504,1.0,35
fever_164990,fever,0.7666666666666666,1.0,110
fever_59685,fever,0.7666666666666666,1.0,77
fever_14762,fever,0.7089285714285715,1.0,39
fever_219038,fever,0.7666666666666666,1.0,98
fever_141131,fever,0.6444444444444444,1.0,27
fever_155413,fever,0.7086206896551723,1.0,41
fever_103319,fever,0.7666666666666666,1.0,74
fever_165890,fever,0.6,1.0,14
fever_175727,fever,0.7666666666666666,1.0,134
fever_18316,fever,0.7666666666666666,1.0,39
fever_87337,fever,0.6738095238095236,1.0,23
fever_152616,fever,0.7175438596491228,1.0,33
fever_141294,fever,0.7574074074074074,1.0,35
fever_140968,fever,0.7127450980392157,1.0,23
fever_106039,fever,0.7666666666666666,1.0,60
fever_21146,fever,0.7439393939393939,1.0,32
fever_68443,fever,0.7303418803418804,1.0,32
fever_56481,fever,0.7066666666666666,1.0,19
fever_13394,fever,0.7547619047619047,1.0,57
fever_82470,fever,0.7666666666666666,1.0,73
fever_115721,fever,0.7666666666666666,1.0,96
fever_219149,fever,0.7287878787878788,1.0,38
fever_12089,fever,0.7258620689655171,1.0,49
fever_173138,fever,0.6888888888888889,1.0,21
fever_202925,fever,0.6797297297297298,1.0,26
fever_154542,fever,0.756392694063927,1.0,54
fever_174038,fever,0.7303418803418804,1.0,30
fever_59718,fever,0.7666666666666666,1.0,36
fever_161566,fever,0.7666666666666666,1.0,70
fever_172521,fever,0.6499999999999999,1.0,13
fever_191424,fever,0.6980620155038759,1.0,29
fever_47005,fever,0.7519607843137255,1.0,70
fever_135160,fever,0.7576923076923077,1.0,14
fever_48499,fever,0.7666666666666666,1.0,91
fever_194799,fever,0.6962121212121212,1.0,33
fever_100366,fever,0.7666666666666666,1.0,61
fever_72913,fever,0.7666666666666666,1.0,69
fever_171635,fever,0.5995726495726494,1.0,31
fever_58397,fever,0.7032338308457712,1.0,54
fever_100919,fever,0.7666666666666666,1.0,66
fever_96775,fever,0.6952380952380952,1.0,61
fever_47540,fever,0.757051282051282,1.0,42
fever_76575,fever,0.6783950617283951,1.0,39
fever_142638,fever,0.7666666666666666,1.0,14
fever_138103,fever,0.6444444444444444,1.0,20
fever_193877,fever,0.5712121212121211,1.0,32
fever_200394,fever,0.7666666666666666,1.0,53
fever_170397,fever,0.7377551020408164,1.0,42
fever_195822,fever,0.762280701754386,1.0,74
fever_71725,fever,0.7666666666666666,1.0,50
fever_73080,fever,0.7666666666666666,1.0,62
fever_205655,fever,0.7547619047619047,1.0,40
fever_73226,fever,0.696031746031746,1.0,36
fever_161568,fever,0.7250000000000001,1.0,47
fever_108003,fever,0.7424242424242424,1.0,46
fever_126657,fever,0.7666666666666666,1.0,60
fever_146109,fever,0.7064102564102563,1.0,17
fever_63958,fever,0.708974358974359,1.0,20
fever_182440,fever,0.7666666666666666,1.0,64
fever_190170,fever,0.7127450980392157,1.0,28
fever_5075,fever,0.7454545454545454,1.0,27
fever_79639,fever,0.7520833333333332,1.0,13
fever_79549,fever,0.7666666666666666,1.0,100
fever_109128,fever,0.7030864197530864,1.0,15
fever_57452,fever,0.762568306010929,1.0,50
fever_66176,fever,0.7666666666666666,1.0,113
fever_200291,fever,0.7426553672316385,1.0,93
fever_26675,fever,0.7517094017094017,1.0,30
fever_152864,fever,0.7179487179487178,1.0,52
fever_143075,fever,0.75,1.0,17
fever_166485,fever,0.7666666666666666,1.0,44
fever_97538,fever,0.5857142857142856,1.0,26
fever_165248,fever,0.7439393939393939,1.0,41
fever_102352,fever,0.7666666666666666,1.0,40
fever_216387,fever,0.7441176470588236,1.0,23
fever_75957,fever,0.7666666666666666,1.0,31
fever_147056,fever,0.6759803921568628,1.0,55
fever_89814,fever,0.7250000000000001,1.0,19
fever_30186,fever,0.514516129032258,1.0,21
fever_106417,fever,0.5055555555555555,1.0,23
fever_198012,fever,0.7666666666666666,1.0,56
fever_179741,fever,0.7512820512820513,1.0,18
fever_45565,fever,0.6090909090909089,1.0,31
fever_198011,fever,0.7666666666666666,1.0,120
fever_42412,fever,0.7666666666666666,1.0,33
fever_171603,fever,0.7666666666666666,1.0,21
fever_14408,fever,0.7151515151515151,1.0,64
fever_164991,fever,0.7666666666666666,1.0,55
fever_159695,fever,0.7286458333333332,1.0,45
fever_74231,fever,0.7324074074074074,1.0,31
fever_74604,fever,0.672222222222222,1.0,23
fever_159594,fever,0.6976190476190476,1.0,51
fever_170419,fever,0.6949494949494949,1.0,25
fever_81519,fever,0.6928571428571428,1.0,26
fever_10496,fever,0.6704301075268817,1.0,23
fever_170401,fever,0.6199999999999999,1.0,20
fever_161862,fever,0.6865591397849462,1.0,45
fever_48390,fever,0.7350877192982455,1.0,13
fever_155920,fever,0.6481981981981981,1.0,28
fever_41265,fever,0.611111111111111,1.0,12
fever_63527,fever,0.7666666666666666,1.0,41
fever_10312,fever,0.7172839506172839,1.0,43
fever_174032,fever,0.7597222222222222,1.0,17
fever_40205,fever,0.7263157894736842,1.0,24
fever_10635,fever,0.7666666666666666,1.0,58
fever_163990,fever,0.7666666666666666,1.0,66
fever_223350,fever,0.75,1.0,18
fever_181614,fever,0.7666666666666666,1.0,36
fever_144602,fever,0.7340579710144928,1.0,37
fever_163989,fever,0.7666666666666666,1.0,52
fever_161551,fever,0.7172839506172839,1.0,40
fever_126100,fever,0.6491869918699187,1.0,29
fever_154494,fever,0.7578947368421053,1.0,29
fever_93624,fever,0.7493827160493827,1.0,20
